# Domain X_MIN, Y_MIN, X_MAX, Y_MAX
-5.433093789999999717e+04,6.732230471800000407e+06,-5.444931809999999678e+04,6.732107447100000456e+06
-5.463038220000000001e+04,6.731739252399999648e+06,-5.457480640000000130e+04,6.731710588499999605e+06
-5.331082250000000204e+04,6.731888336600000039e+06,-5.314252780000000348e+04,6.731868406600000337e+06
-5.473774579999999696e+04,6.731219030399999581e+06,-5.475371639999999752e+04,6.731090459300000221e+06
-5.472180069999999978e+04,6.731218503299999982e+06,-5.473387269999999990e+04,6.731094428000000305e+06
-5.440952479999999923e+04,6.731240605899999849e+06,-5.426291339999999764e+04,6.731243917899999768e+06
-5.423910080000000016e+04,6.731377532800000161e+06,-5.435154899999999907e+04,6.731189678199999966e+06
-5.310661839999999938e+04,6.731884603799999692e+06,-5.328395309999999881e+04,6.731660637500000186e+06
-5.326909679999999935e+04,6.731706098399999551e+06,-5.320863840000000346e+04,6.731734793499999680e+06
-5.310730999999999767e+04,6.731901998599999584e+06,-5.303127550000000338e+04,6.731803512799999677e+06
-5.371732039999999688e+04,6.731997705699999817e+06,-5.358496809999999823e+04,6.731816356700000353e+06
-5.374282590000000346e+04,6.731969809100000188e+06,-5.359155900000000111e+04,6.731792752299999818e+06
-5.377243480000000272e+04,6.731937424300000072e+06,-5.374284019999999873e+04,6.731760765100000426e+06
-5.376562159999999858e+04,6.731896754099999554e+06,-5.361447170000000187e+04,6.731764497299999930e+06
-5.362129750000000058e+04,6.731519085099999793e+06,-5.358512200000000303e+04,6.731432503100000322e+06
-5.403581380000000354e+04,6.731474815499999560e+06,-5.402797230000000127e+04,6.731409345800000243e+06
-5.404738339999999880e+04,6.731462297500000335e+06,-5.404370519999999669e+04,6.731395035099999979e+06
-5.389328970000000118e+04,6.731436270399999805e+06,-5.383799169999999867e+04,6.731469343399999663e+06
-5.385054830000000220e+04,6.731513147300000302e+06,-5.387401989999999932e+04,6.731490175800000317e+06
-5.389658389999999781e+04,6.731471893000000156e+06,-5.391994230000000243e+04,6.731452790900000371e+06
-5.467197729999999865e+04,6.731421921299999580e+06,-5.461627870000000257e+04,6.731307771999999881e+06
-5.466527259999999660e+04,6.731454202200000174e+06,-5.460816090000000258e+04,6.731341089700000361e+06
-5.353873819999999978e+04,6.731733372700000182e+06,-5.343661830000000191e+04,6.731663011900000274e+06
-5.317886920000000100e+04,6.731752448099999689e+06,-5.324283840000000055e+04,6.731643785199999809e+06
-5.312305859999999666e+04,6.731863074000000022e+06,-5.311695659999999771e+04,6.731832352400000207e+06
-5.313865249999999651e+04,6.731848227500000037e+06,-5.313441909999999916e+04,6.731819123200000264e+06
-5.316003659999999945e+04,6.731851649899999611e+06,-5.315489349999999831e+04,6.731811042399999686e+06
-5.305924399999999878e+04,6.731839739799999632e+06,-5.293753880000000208e+04,6.731818007600000128e+06
-5.306323460000000341e+04,6.731804772300000302e+06,-5.304869389999999839e+04,6.731711702200000174e+06
-5.303691750000000320e+04,6.731835753100000322e+06,-5.302170640000000276e+04,6.731726518899999559e+06
-5.306824240000000282e+04,6.731882493099999614e+06,-5.303704119999999966e+04,6.731839299899999984e+06
-5.305760209999999643e+04,6.731900339900000021e+06,-5.303006500000000233e+04,6.731848783900000155e+06
-5.299297260000000097e+04,6.731854789099999703e+06,-5.296810169999999925e+04,6.731733609699999914e+06
-5.308187279999999737e+04,6.731688630499999970e+06,-5.293529329999999754e+04,6.731665347099999897e+06
-5.321215860000000248e+04,6.731782742100000381e+06,-5.320054879999999685e+04,6.731742758600000292e+06
-5.331785220000000118e+04,6.731861248700000346e+06,-5.324472770000000310e+04,6.731839674300000072e+06
-5.351938859999999841e+04,6.731802967400000431e+06,-5.343629679999999644e+04,6.731786253999999724e+06
-5.330056739999999991e+04,6.731927852800000459e+06,-5.311505599999999686e+04,6.731894642099999823e+06
-5.330694799999999668e+04,6.731999948599999771e+06,-5.306344440000000031e+04,6.731943506199999712e+06
-5.322155320000000211e+04,6.732017592000000179e+06,-5.303064349999999831e+04,6.731974323200000450e+06
-5.341018890000000101e+04,6.731791544999999925e+06,-5.334032140000000072e+04,6.731689744900000282e+06
-5.377032710000000225e+04,6.731685046000000089e+06,-5.370953179999999702e+04,6.731621558500000276e+06
-5.378930939999999828e+04,6.731668832000000402e+06,-5.374326630000000296e+04,6.731615274600000121e+06
-5.362357469999999739e+04,6.731764232699999586e+06,-5.365496140000000014e+04,6.731613290199999698e+06
-5.365297699999999895e+04,6.731768402499999851e+06,-5.368108909999999742e+04,6.731647686099999584e+06
-5.365220380000000296e+04,6.731626551799999550e+06,-5.360733630000000267e+04,6.731502165000000037e+06
-5.370060209999999643e+04,6.731619243400000036e+06,-5.364603169999999955e+04,6.731494227500000037e+06
-5.366885209999999643e+04,6.731659592400000431e+06,-5.366190669999999955e+04,6.731603037600000389e+06
-5.367645880000000034e+04,6.731630157399999909e+06,-5.362279030000000057e+04,6.731545008200000040e+06
-5.374485960000000341e+04,6.731772819500000216e+06,-5.370589379999999801e+04,6.731691011699999683e+06
-5.372309169999999722e+04,6.731774355700000189e+06,-5.369497970000000350e+04,6.731707878999999724e+06
-5.356737679999999818e+04,6.731714841799999587e+06,-5.357288900000000285e+04,6.731581732599999756e+06
-5.347939860000000044e+04,6.731692487599999644e+06,-5.346946729999999661e+04,6.731548906399999745e+06
-5.340208540000000357e+04,6.731797837500000373e+06,-5.348632229999999981e+04,6.731697258100000210e+06
-5.385765419999999722e+04,6.731410419599999674e+06,-5.387569550000000163e+04,6.731394848399999551e+06
-5.380279759999999806e+04,6.731443030500000343e+06,-5.383496040000000357e+04,6.731418017699999735e+06
-5.383034290000000328e+04,6.731445396900000051e+06,-5.386153530000000319e+04,6.731425038800000213e+06
-5.372089850000000297e+04,6.731944143199999817e+06,-5.371135749999999825e+04,6.731817310800000094e+06
-5.381667560000000231e+04,6.731390350399999879e+06,-5.367133449999999721e+04,6.731383795199999586e+06
-5.381723230000000331e+04,6.731537868999999948e+06,-5.375350749999999971e+04,6.731529894700000063e+06
-5.331307669999999780e+04,6.731794155700000003e+06,-5.327965230000000156e+04,6.731767223100000061e+06
-5.332756839999999647e+04,6.731823809100000188e+06,-5.326937730000000010e+04,6.731788538499999791e+06
-5.323791230000000360e+04,6.731746041100000031e+06,-5.322645049999999901e+04,6.731726339399999939e+06
-5.319488549999999668e+04,6.731626004399999976e+06,-5.316790219999999681e+04,6.731567543700000271e+06
-5.318892109999999957e+04,6.731625794099999592e+06,-5.318020530000000144e+04,6.731603659400000237e+06
-5.320203349999999773e+04,6.731663984500000253e+06,-5.318179290000000037e+04,6.731616227099999785e+06
-5.320984569999999803e+04,6.731645759800000116e+06,-5.337411570000000211e+04,6.731516061499999836e+06
-5.329520029999999679e+04,6.731590850300000049e+06,-5.327578629999999976e+04,6.731568139000000432e+06
-5.328550460000000021e+04,6.731597984299999662e+06,-5.326950239999999758e+04,6.731578060899999924e+06
-5.332173369999999704e+04,6.731612583800000139e+06,-5.330341840000000229e+04,6.731584803399999626e+06
-5.332992500000000291e+04,6.731605497899999842e+06,-5.331152309999999852e+04,6.731578839999999851e+06
-5.323032989999999700e+04,6.731603211099999957e+06,-5.320769460000000254e+04,6.731579770899999887e+06
-5.309779980000000069e+04,6.731622580500000156e+06,-5.304758269999999902e+04,6.731590297899999656e+06
-5.336819200000000274e+04,6.732236463499999605e+06,-5.360342050000000017e+04,6.732158756299999543e+06
-5.423028110000000015e+04,6.732297428700000048e+06,-5.407257979999999952e+04,6.732056316200000234e+06
-5.419433550000000105e+04,6.732328605999999680e+06,-5.404611729999999807e+04,6.732078255300000310e+06
-5.415863650000000052e+04,6.732359569500000216e+06,-5.400137419999999838e+04,6.732115349999999627e+06
-5.440490789999999834e+04,6.732163546600000001e+06,-5.452911389999999665e+04,6.732148767599999905e+06
-5.315316659999999683e+04,6.732185524400000460e+06,-5.309668619999999646e+04,6.732043390700000338e+06
-5.311833260000000155e+04,6.732194751199999824e+06,-5.305727079999999842e+04,6.732051534300000407e+06
-5.301351769999999669e+04,6.732149311700000428e+06,-5.309432609999999841e+04,6.732138445399999619e+06
-5.319658030000000144e+04,6.732174024899999611e+06,-5.314701329999999871e+04,6.732067474899999797e+06
-5.294038799999999901e+04,6.732241885400000028e+06,-5.291895470000000205e+04,6.732157735199999996e+06
-5.329518029999999999e+04,6.732433923499999568e+06,-5.334489710000000196e+04,6.732266995600000024e+06
-5.341080339999999705e+04,6.732553515399999917e+06,-5.339584440000000177e+04,6.732256491100000218e+06
-5.345737019999999757e+04,6.732593732200000435e+06,-5.348747669999999925e+04,6.732197058100000024e+06
-5.347430350000000180e+04,6.732629715599999763e+06,-5.362247050000000309e+04,6.732373598399999551e+06
-5.346288590000000113e+04,6.732521059500000440e+06,-5.352494600000000355e+04,6.732184680200000294e+06
-5.352977610000000277e+04,6.732533827300000004e+06,-5.353637939999999799e+04,6.732180903199999593e+06
-5.261225250000000233e+04,6.732281195899999700e+06,-5.252062299999999959e+04,6.731958199500000104e+06
-5.248829340000000229e+04,6.732401671900000423e+06,-5.239413769999999931e+04,6.732055837500000373e+06
-5.284023760000000038e+04,6.732232353400000371e+06,-5.268515159999999742e+04,6.732264225399999879e+06
-5.343702049999999872e+04,6.731229997499999590e+06,-5.170081820000000153e+04,6.732535922299999744e+06
-5.251895939999999973e+04,6.732403453300000168e+06,-5.194196340000000055e+04,6.732369935200000182e+06
-5.304340140000000247e+04,6.732214599100000225e+06,-5.301951739999999700e+04,6.732059334499999881e+06
-5.206248240000000078e+04,6.732761772099999711e+06,-5.223898019999999815e+04,6.732172372100000270e+06
-5.472155019999999786e+04,6.732919464100000449e+06,-5.467127930000000197e+04,6.732600640599999577e+06
-5.447813309999999910e+04,6.732924755800000392e+06,-5.432202859999999782e+04,6.732500098699999973e+06
-5.407596560000000318e+04,6.733728826200000010e+06,-5.387355900000000111e+04,6.733047522699999623e+06
-5.422545549999999639e+04,6.733670617700000294e+06,-5.403892390000000159e+04,6.733062074799999595e+06
-5.436568490000000020e+04,6.733644159300000407e+06,-5.414343450000000303e+04,6.733052814399999566e+06
-5.425588259999999718e+04,6.733632252999999560e+06,-5.407067390000000159e+04,6.733063397699999623e+06
-5.423090770000000339e+04,6.733635039400000125e+06,-5.437759120000000257e+04,6.733059428999999538e+06
-5.431082080000000133e+04,6.733388205400000326e+06,-5.419635130000000208e+04,6.733050168499999680e+06
-5.442681410000000324e+04,6.733573660500000231e+06,-5.370777900000000227e+04,6.733206759800000116e+06
-5.350711030000000028e+04,6.733686492700000294e+06,-5.370422529999999824e+04,6.733181137600000016e+06
-5.356219460000000254e+04,6.733545269799999893e+06,-5.348858939999999711e+04,6.733318721199999563e+06
-5.404686140000000159e+04,6.732994076799999923e+06,-5.392647570000000269e+04,6.732587940499999560e+06
-5.377963169999999809e+04,6.732937191200000234e+06,-5.382593390000000363e+04,6.732569419700000435e+06
-5.378445949999999721e+04,6.732898844999999739e+06,-5.367127139999999781e+04,6.732428045900000259e+06
-5.294691049999999814e+04,6.733014820899999700e+06,-5.285082149999999820e+04,6.732593140800000168e+06
-5.232706629999999859e+04,6.733551819500000216e+06,-5.314859919999999693e+04,6.732840088999999687e+06
-5.288388840000000346e+04,6.733069419800000265e+06,-5.281987980000000243e+04,6.732742076600000262e+06
-5.284125439999999799e+04,6.732639191200000234e+06,-5.270543329999999696e+04,6.732304120400000364e+06
-5.329808909999999742e+04,6.732699330299999565e+06,-5.318818349999999919e+04,6.732299307699999772e+06
-5.353885970000000088e+04,6.732993159500000067e+06,-5.343723350000000210e+04,6.732746495299999602e+06
-5.357362789999999950e+04,6.732996162299999967e+06,-5.342269499999999971e+04,6.732752649299999699e+06
-5.308408260000000155e+04,6.732895982599999756e+06,-5.374736619999999675e+04,6.732615217299999669e+06
-5.371320210000000225e+04,6.732826298700000159e+06,-5.367410500000000320e+04,6.732646228500000201e+06
-5.292282910000000265e+04,6.732246536399999633e+06,-5.272289790000000357e+04,6.733208892900000326e+06
-5.368940260000000126e+04,6.732648190499999560e+06,-5.356118430000000080e+04,6.732479535899999551e+06
-5.285309339999999793e+04,6.732299928700000048e+06,-5.275620670000000246e+04,6.732290671500000171e+06
-5.298984889999999723e+04,6.732795109699999914e+06,-5.295677590000000055e+04,6.732571536299999803e+06
-5.296206760000000213e+04,6.732788495099999942e+06,-5.289904559999999765e+04,6.732361016699999571e+06
-5.301630720000000292e+04,6.732718380400000140e+06,-5.299249470000000292e+04,6.732579473899999633e+06
-5.314453450000000157e+04,6.732791951799999923e+06,-5.289664919999999984e+04,6.732775113300000317e+06
-5.315288680000000022e+04,6.732765686200000346e+06,-5.289046949999999924e+04,6.732745640599999577e+06
-5.286085639999999694e+04,6.732628979700000025e+06,-5.319235760000000300e+04,6.732641561800000258e+06
-5.304146259999999893e+04,6.732635834599999711e+06,-5.295023790000000008e+04,6.732239276300000027e+06
-5.243046459999999934e+04,6.732398312599999830e+06,-5.234876840000000084e+04,6.732090369099999778e+06
-5.266028330000000278e+04,6.733263138799999841e+06,-5.244771650000000227e+04,6.732682661600000225e+06
-5.260759260000000359e+04,6.733308787100000307e+06,-5.245829989999999816e+04,6.732857286899999715e+06
-5.244771650000000227e+04,6.732992224700000137e+06,-5.233059509999999864e+04,6.732561354899999686e+06
-5.232600789999999688e+04,6.733013391400000080e+06,-5.224795569999999861e+04,6.732766005499999970e+06
-5.278242229999999836e+04,6.732922376000000164e+06,-5.264218570000000182e+04,6.732533436300000176e+06
-5.266599820000000182e+04,6.732644561499999836e+06,-5.259278639999999723e+04,6.732341630400000140e+06
-5.278638390000000072e+04,6.732712030399999581e+06,-5.269774829999999929e+04,6.732455383999999613e+06
-5.279035259999999835e+04,6.732626040599999949e+06,-5.268414149999999790e+04,6.732309760200000368e+06
-5.276189590000000317e+04,6.733021178299999796e+06,-5.267261280000000261e+04,6.732749072100000456e+06
-5.261572729999999865e+04,6.733022916400000453e+06,-5.248053100000000268e+04,6.732772271300000139e+06
-5.273222709999999643e+04,6.733163987599999644e+06,-5.260249809999999707e+04,6.732835061900000088e+06
-5.259456059999999707e+04,6.732606196800000034e+06,-5.253635209999999643e+04,6.732458029900000431e+06
-5.227396229999999923e+04,6.732608815000000410e+06,-5.236040380000000005e+04,6.732427602699999698e+06
-5.222281349999999657e+04,6.732651679299999960e+06,-5.232733090000000084e+04,6.732418342299999669e+06
-5.221223690000000352e+04,6.732616780199999921e+06,-5.232637000000000262e+04,6.732392265599999577e+06
-5.181668400000000111e+04,6.733168437500000000e+06,-5.220694520000000193e+04,6.732725259600000456e+06
-5.177831940000000031e+04,6.732999103900000453e+06,-5.207994499999999971e+04,6.732735842899999581e+06
-5.200983019999999669e+04,6.732656467799999751e+06,-5.212597899999999936e+04,6.732380624800000340e+06
-5.285846790000000328e+04,6.732556334999999963e+06,-5.276688590000000113e+04,6.732291691899999976e+06
-5.311643899999999849e+04,6.732390474999999627e+06,-5.306393179999999847e+04,6.732209161000000313e+06
-5.324476219999999739e+04,6.732735492300000042e+06,-5.337933030000000144e+04,6.732259895999999717e+06
-5.305849510000000009e+04,6.734014490699999966e+06,-5.316044389999999839e+04,6.732864723600000143e+06
-5.310426810000000114e+04,6.733953107300000265e+06,-5.336752909999999974e+04,6.733388220700000413e+06
-5.376969660000000295e+04,6.733721596400000155e+06,-5.373662359999999899e+04,6.733515220999999903e+06
-5.377366530000000057e+04,6.733584012799999677e+06,-5.375646740000000136e+04,6.733422616600000300e+06
-5.375382149999999820e+04,6.733554908599999733e+06,-5.373926939999999740e+04,6.733402772800000384e+06
-5.322902580000000307e+04,6.733677749300000258e+06,-5.325640389999999752e+04,6.733199043300000019e+06
-5.342441459999999643e+04,6.733463627100000158e+06,-5.354744610000000102e+04,6.733114376400000416e+06
-5.348574940000000061e+04,6.733340835599999875e+06,-5.341383129999999801e+04,6.733151418200000189e+06
-5.403031169999999838e+04,6.733695138000000268e+06,-5.391124399999999878e+04,6.733362218200000003e+06
-5.414536439999999857e+04,6.733551432300000452e+06,-5.408587430000000313e+04,6.733331335199999623e+06
-5.382925280000000203e+04,6.733584240699999966e+06,-5.379615490000000136e+04,6.733404095800000243e+06
-5.322465380000000005e+04,6.733849919599999674e+06,-5.328947690000000148e+04,6.733746731900000013e+06
-5.237269380000000092e+04,6.733484793800000101e+06,-5.227082899999999790e+04,6.733132368099999614e+06
-5.254156429999999818e+04,6.733365990299999714e+06,-5.244280849999999919e+04,6.733121784799999557e+06
-5.199963049999999930e+04,6.733443254200000316e+06,-5.218219339999999647e+04,6.733203805800000206e+06
-5.175224459999999817e+04,6.733300378899999894e+06,-5.206577649999999994e+04,6.733154857800000347e+06
-5.193613040000000183e+04,6.733445900000000373e+06,-5.197278719999999885e+04,6.732991167799999937e+06
-5.183161980000000040e+04,6.733404889499999583e+06,-5.184133640000000014e+04,6.733259028300000355e+06
-5.193216159999999945e+04,6.732672256799999624e+06,-5.200492220000000088e+04,6.732434131299999543e+06
-5.263029080000000249e+04,6.732256063799999654e+06,-5.254204129999999714e+04,6.731941493999999948e+06
-5.272941629999999714e+04,6.732113137699999847e+06,-5.262216249999999854e+04,6.731878815399999730e+06
-5.309105000000000291e+04,6.732302803500000387e+06,-5.291391689999999653e+04,6.732289434899999760e+06
-5.190570330000000104e+04,6.732449477199999616e+06,-5.201471499999999651e+04,6.732644866899999790e+06
-5.344611050000000250e+04,6.733462039599999785e+06,-5.338525620000000345e+04,6.733173643199999817e+06
-5.328074560000000201e+04,6.733891988400000148e+06,-5.327413100000000122e+04,6.733727946399999782e+06
-5.425441419999999925e+04,6.733683760900000110e+06,-5.432419430000000284e+04,6.733525219600000419e+06
-5.449253970000000118e+04,6.733356999800000340e+06,-5.432056019999999990e+04,6.733075218000000343e+06
-5.365513169999999809e+04,6.733691698400000110e+06,-5.380253540000000066e+04,6.733435998499999754e+06
-5.366398449999999866e+04,6.733284305300000124e+06,-5.357840239999999903e+04,6.733105645200000145e+06
-5.367834790000000066e+04,6.733247480899999849e+06,-5.360221499999999651e+04,6.733101676400000229e+06
-5.368719320000000153e+04,6.733224803799999878e+06,-5.362886660000000120e+04,6.733115484600000083e+06
-5.333884820000000036e+04,6.733445582499999553e+06,-5.345140219999999681e+04,6.733330541500000283e+06
-5.335691840000000229e+04,6.732965493900000118e+06,-5.336726870000000054e+04,6.732776110999999568e+06
-5.342160549999999785e+04,6.732889267699999735e+06,-5.337693080000000191e+04,6.732772021099999547e+06
-5.352839609999999811e+04,6.733025740799999796e+06,-5.345960429999999906e+04,6.732878896800000221e+06
-5.321883299999999872e+04,6.733187137000000104e+06,-5.326981070000000182e+04,6.732817364599999972e+06
-5.336257170000000042e+04,6.733032499300000258e+06,-5.327940879999999743e+04,6.732813301799999550e+06
-5.302145730000000185e+04,6.732950237700000405e+06,-5.299679000000000087e+04,6.732781915699999779e+06
-5.301156900000000314e+04,6.732690741000000387e+06,-5.287646459999999934e+04,6.732684723100000061e+06
-5.316138259999999718e+04,6.732738969299999997e+06,-5.303362430000000313e+04,6.732729406899999827e+06
-5.302946729999999661e+04,6.732583690600000322e+06,-5.292931549999999697e+04,6.732566337600000203e+06
-5.311364489999999932e+04,6.732380826500000432e+06,-5.290279830000000220e+04,6.732386471499999985e+06
-5.366253809999999794e+04,6.732612853799999692e+06,-5.364745880000000034e+04,6.732408202100000344e+06
-5.454439809999999852e+04,6.732922817699999548e+06,-5.446766879999999946e+04,6.732540493999999948e+06
-5.482513259999999718e+04,6.732726253999999724e+06,-5.379060970000000088e+04,6.732586024500000291e+06
-5.425520479999999952e+04,6.732649000300000422e+06,-5.420600639999999839e+04,6.732494743099999614e+06
-5.418921620000000257e+04,6.732638018899999559e+06,-5.416325430000000051e+04,6.732533602500000037e+06
-5.432110040000000299e+04,6.732847962500000373e+06,-5.427893989999999758e+04,6.732652217600000091e+06
-5.414912079999999696e+04,6.732961733599999920e+06,-5.410149579999999696e+04,6.732772556099999696e+06
-5.412726520000000164e+04,6.732874918100000359e+06,-5.407768319999999949e+04,6.732771233199999668e+06
-5.372314080000000104e+04,6.732929983500000089e+06,-5.372610470000000350e+04,6.732664713000000454e+06
-5.415838130000000092e+04,6.732965702399999835e+06,-5.410429559999999765e+04,6.732628544599999674e+06
-5.467431979999999749e+04,6.732736837299999781e+06,-5.465183019999999669e+04,6.732627035000000149e+06
-5.465579890000000159e+04,6.732738160199999809e+06,-5.462537180000000080e+04,6.732605868300000206e+06
-5.414421399999999994e+04,6.732633955500000156e+06,-5.417690219999999681e+04,6.732461670099999756e+06
-5.481904720000000088e+04,6.732816212500000373e+06,-5.459317839999999705e+04,6.732669570299999788e+06
-5.393230529999999999e+04,6.732973617100000381e+06,-5.384537859999999637e+04,6.732695826799999923e+06
-5.384140980000000127e+04,6.732814889600000344e+06,-5.384727419999999984e+04,6.732593705400000326e+06
-5.411922290000000066e+04,6.732959087799999863e+06,-5.404778519999999844e+04,6.732779170699999668e+06
-5.350957559999999648e+04,6.732568745299999602e+06,-5.337441930000000139e+04,6.732545014000000432e+06
-5.394280930000000080e+04,6.732606655100000091e+06,-5.394724339999999938e+04,6.732472253399999812e+06
-5.400917050000000017e+04,6.732615650399999693e+06,-5.402397269999999844e+04,6.732519878499999642e+06
-5.396880870000000141e+04,6.732957515200000256e+06,-5.384934730000000127e+04,6.732898233500000089e+06
-5.427537730000000010e+04,6.732892175900000148e+06,-5.423167100000000210e+04,6.732732868599999696e+06
-5.360010929999999644e+04,6.733006712899999693e+06,-5.358729089999999997e+04,6.732682976499999873e+06
-5.344400489999999991e+04,6.733638539099999703e+06,-5.343342149999999674e+04,6.733475820000000298e+06
-5.340881519999999728e+04,6.733645471199999563e+06,-5.338222449999999662e+04,6.733555777300000191e+06
-5.322373060000000260e+04,6.733689436599999666e+06,-5.315666679999999906e+04,6.733437190799999982e+06
-5.322043149999999878e+04,6.733720295500000007e+06,-5.260395109999999841e+04,6.733622399500000291e+06
-5.329980660000000353e+04,6.733859202100000344e+06,-5.265422200000000157e+04,6.733687222500000149e+06
-5.268469290000000183e+04,6.733043465400000103e+06,-5.226131500000000233e+04,6.732896116799999960e+06
-5.273590610000000015e+04,6.732229825600000098e+06,-5.271124579999999696e+04,6.732143272300000302e+06
-5.253915789999999834e+04,6.732386572800000198e+06,-5.247165920000000187e+04,6.732169834099999629e+06
-5.261995300000000134e+04,6.732270467100000009e+06,-5.248447149999999965e+04,6.732210974399999715e+06
-5.256955520000000251e+04,6.732810656200000085e+06,-5.250340920000000187e+04,6.732606926599999890e+06
-5.269523249999999825e+04,6.732916489799999632e+06,-5.260130520000000251e+04,6.732674395499999635e+06
-5.237523670000000129e+04,6.732739689699999988e+06,-5.260645870000000286e+04,6.732687678399999626e+06
-5.238514409999999771e+04,6.732758401700000279e+06,-5.217003360000000248e+04,6.732797427000000142e+06
-5.269298829999999725e+04,6.733064498300000094e+06,-5.251928429999999935e+04,6.733099052600000054e+06
-5.222162739999999758e+04,6.733149323599999771e+06,-5.240022149999999965e+04,6.733120219299999997e+06
-5.258577180000000226e+04,6.732318090499999933e+06,-5.249081850000000122e+04,6.731981338600000367e+06
-5.296671719999999914e+04,6.732234911299999803e+06,-5.296835910000000149e+04,6.732168599899999797e+06
-5.298896860000000015e+04,6.732229017300000414e+06,-5.298756500000000233e+04,6.732172823499999940e+06
-5.332470790000000125e+04,6.732271158400000073e+06,-5.313179589999999735e+04,6.732240742600000463e+06
-5.317424970000000030e+04,6.732302180599999614e+06,-5.319397310000000289e+04,6.732201054999999702e+06
-5.340898440000000119e+04,6.732517397400000133e+06,-5.347380769999999757e+04,6.732377156700000167e+06
-5.340506339999999909e+04,6.732439542600000277e+06,-5.348223900000000140e+04,6.732266068900000304e+06
-5.346068439999999828e+04,6.732550065499999560e+06,-5.340192319999999745e+04,6.732377190499999560e+06
-5.278416780000000290e+04,6.732293343100000173e+06,-5.276397800000000279e+04,6.732209022599999793e+06
-5.277534440000000177e+04,6.732768818400000222e+06,-5.267877130000000034e+04,6.732469838600000367e+06
-5.268970969999999943e+04,6.732665241799999960e+06,-5.277436290000000008e+04,6.732474169800000265e+06
-5.332303300000000309e+04,6.733668668100000359e+06,-5.327903500000000349e+04,6.733567372100000270e+06
-5.306737320000000182e+04,6.733941309200000018e+06,-5.303199070000000211e+04,6.733840647599999793e+06
-5.307308159999999771e+04,6.733894255099999718e+06,-5.304257409999999800e+04,6.733816835099999793e+06
-5.240360399999999936e+04,6.732670393199999817e+06,-5.241316550000000279e+04,6.732492158300000243e+06
-5.243932289999999921e+04,6.732643934799999930e+06,-5.244461450000000332e+04,6.732505028300000355e+06
-5.264962099999999919e+04,6.732576796799999662e+06,-5.244294230000000243e+04,6.732548923299999908e+06
-5.228480589999999938e+04,6.733524205299999565e+06,-5.221072239999999874e+04,6.733256975599999540e+06
-5.226363919999999780e+04,6.733532142799999565e+06,-5.219881609999999637e+04,6.733294017400000244e+06
-5.213489830000000075e+04,6.733354990399999544e+06,-5.214519959999999992e+04,6.733160563500000164e+06
-5.229285899999999674e+04,6.732495301400000229e+06,-5.227817240000000311e+04,6.732389465800000355e+06
-5.238345769999999902e+04,6.732938626199999824e+06,-5.236283279999999650e+04,6.732798116299999878e+06
-5.236890080000000307e+04,6.733125323400000110e+06,-5.231563109999999870e+04,6.732771012699999847e+06
-5.354290219999999681e+04,6.733004827200000174e+06,-5.316147250000000349e+04,6.732924159400000237e+06
-5.336325770000000193e+04,6.732996843999999575e+06,-5.371320210000000225e+04,6.732832675599999726e+06
-5.439483690000000206e+04,6.732893895600000396e+06,-5.440198070000000007e+04,6.732763191200000234e+06
-5.400103869999999733e+04,6.732839488300000317e+06,-5.399951900000000023e+04,6.732614342100000009e+06
-5.455427679999999964e+04,6.732689539499999955e+06,-5.454038330000000133e+04,6.732569586799999699e+06
-5.457871630000000005e+04,6.732692852300000377e+06,-5.456816459999999643e+04,6.732581492999999784e+06
-5.284431609999999637e+04,6.733990668899999931e+06,-5.290072939999999653e+04,6.733669527400000021e+06
-5.273199779999999737e+04,6.732930058400000446e+06,-5.267630539999999746e+04,6.732679655799999833e+06
-5.332470790000000125e+04,6.732271158400000073e+06,-5.331924420000000100e+04,6.732026133700000122e+06
-5.397190879999999743e+04,6.733313132000000216e+06,-5.458263210000000254e+04,6.733190567300000228e+06
-5.444372559999999794e+04,6.733385036399999633e+06,-5.440536089999999967e+04,6.733312275899999775e+06
-5.402242179999999644e+04,6.733364218700000085e+06,-5.388418660000000091e+04,6.733080631900000386e+06
-5.454423440000000119e+04,6.733303280000000261e+06,-5.453470939999999973e+04,6.733173898500000127e+06
-5.456884070000000065e+04,6.733239779900000431e+06,-5.455058439999999973e+04,6.733135798399999738e+06
-5.450534049999999843e+04,6.733307248800000176e+06,-5.448708430000000226e+04,6.733175485999999568e+06
-5.440056530000000203e+04,6.733344555100000463e+06,-5.449105299999999988e+04,6.733115160899999551e+06
-5.387192680000000109e+04,6.733392180200000294e+06,-5.398145670000000246e+04,6.733336788099999540e+06
-5.442993409999999858e+04,6.733406467699999921e+06,-5.418838769999999931e+04,6.733542253299999982e+06
-5.401083329999999842e+04,6.733477905399999581e+06,-5.395588489999999729e+04,6.733349720399999991e+06
-5.387728459999999905e+04,6.733743032100000419e+06,-5.397602180000000226e+04,6.733535828300000168e+06
-5.407036469999999827e+04,6.733448695299999788e+06,-5.404074900000000343e+04,6.733373710699999705e+06
-5.407008200000000215e+04,6.733699257100000046e+06,-5.422310250000000087e+04,6.733662469299999997e+06
-5.327267590000000200e+04,6.733581407399999909e+06,-5.331264940000000206e+04,6.733193107300000265e+06
-5.336821199999999953e+04,6.733660627000000328e+06,-5.334519320000000153e+04,6.733567758000000380e+06
-5.314516780000000290e+04,6.733641576899999753e+06,-5.316341219999999885e+04,6.733475823499999940e+06
